Taxi ID		Trip Type	Number of Trips		Maximum Fare	Minimum Fare	Average Fare
119		short		31			177.33		24.17		109.56
12		long		4			513.89		364.74		419.07
12		medium		20			360.45		192.97		258.27
12		short		39			188.12		35.66		117.15
120		long		4			417.03		329.76		367.79
120		medium		17			332.01		181.99		239.40
120		short		40			190.25		31.63		112.88
121		long		7			431.69		331.64		373.84
121		medium		26			346.41		190.48		252.29
121		short		31			191.29		25.24		106.71
122		long		3			446.01		395.73		422.33
122		medium		23			303.34		170.84		227.14
122		short		34			191.44		21.58		115.33
123		long		1			326.67		326.67		326.67
123		medium		14			343.28		169.39		237.56
123		short		38			197.66		22.94		107.10
124		long		2			396.65		386.54		391.60
124		medium		14			347.85		185.83		249.65
124		short		28			197.68		13.00		106.94
125		long		1			349.95		349.95		349.95
125		medium		19			394.90		183.16		266.32
125		short		36			168.29		8.31		101.52
126		long		3			394.25		390.69		392.56
126		medium		16			332.86		165.47		248.56
126		short		34			181.83		24.24		99.56
127		long		3			517.23		401.44		454.70
127		medium		27			340.98		177.19		248.93
127		short		21			159.42		21.22		115.29
128		long		3			413.06		389.85		400.05
128		medium		21			328.28		166.05		235.38
128		short		26			169.03		36.71		102.17
129		long		4			431.68		387.62		411.85
129		medium		27			352.46		182.05		253.36
129		short		41			182.25		29.01		109.13
13		long		1			381.03		381.03		381.03
13		medium		20			383.02		177.99		252.43
13		short		37			198.50		7.67		105.71
130		long		1			334.41		334.41		334.41
130		medium		12			353.87		189.45		245.52
130		short		39			198.33		7.40		99.28
131		long		2			386.48		357.67		372.07
131		medium		16			330.68		182.23		236.92
131		short		38			167.17		11.16		98.35
132		long		1			417.88		417.88		417.88
132		medium		13			270.38		178.58		215.26
132		short		39			185.69		13.11		110.98
133		long		2			436.68		415.06		425.87
133		medium		17			363.91		170.64		248.98
133		short		48			177.72		15.39		99.14
134		long		2			448.97		436.44		442.70
134		medium		23			353.30		185.61		258.58
134		short		49			188.19		5.39		112.88
135		long		2			451.31		404.76		428.04
135		medium		21			340.17		178.06		244.92
135		short		27			170.67		9.60		107.48
136		long		3			414.88		380.29		392.65
136		medium		24			363.81		174.73		237.14
136		short		42			175.65		4.85		101.56
137		medium		21			324.52		161.60		236.77
137		short		26			170.63		16.97		101.13
138		long		3			392.82		354.29		367.94
138		medium		20			382.67		184.75		250.35
138		short		38			196.14		9.17		96.24
139		long		1			372.28		372.28		372.28
139		medium		27			387.49		175.76		262.18
139		short		37			176.70		19.47		96.22
14		long		3			410.20		372.58		392.14
14		medium		22			296.02		174.40		238.67
14		short		33			180.19		15.32		110.08
140		long		1			419.40		419.40		419.40
140		medium		19			320.62		164.37		234.83
140		short		49			185.64		4.32		100.87
141		medium		19			350.97		184.11		244.39
141		short		30			177.75		23.00		114.14
142		long		2			490.71		366.47		428.59
142		medium		20			321.47		173.39		246.30
142		short		26			171.63		23.08		110.63
143		medium		16			371.78		187.30		258.00
143		short		34			184.04		10.29		103.18
144		long		2			373.69		321.75		347.72
144		medium		31			308.92		168.27		226.02
144		short		40			187.66		14.62		111.90
145		long		1			359.67		359.67		359.67
145		medium		30			331.05		183.77		234.10
145		short		40			189.88		6.84		99.81
146		long		1			455.91		455.91		455.91
146		medium		19			339.27		191.17		244.35
146		short		44			161.80		22.93		90.47
147		medium		21			354.84		173.74		242.48
147		short		41			182.34		18.14		111.20
148		long		3			413.05		385.81		399.54
148		medium		28			357.03		184.48		249.58
148		short		38			170.49		12.92		94.21
149		long		1			412.98		412.98		412.98
149		medium		20			329.88		186.69		240.33
149		short		41			190.17		19.39		113.16
15		long		4			419.33		368.49		395.24
15		medium		17			333.06		169.67		240.87
15		short		33			179.15		25.83		110.22
150		long		1			410.03		410.03		410.03
150		medium		14			357.66		171.22		240.93
150		short		28			177.38		21.34		117.87
151		long		2			363.20		352.15		357.68
151		medium		29			373.31		164.98		241.47
151		short		33			172.93		14.49		102.94
152		long		3			392.24		357.91		377.23
152		medium		25			359.38		190.76		250.21
152		short		47			193.47		12.70		101.34
153		medium		32			319.07		175.08		235.42
153		short		45			193.89		22.55		122.83
154		long		1			374.85		374.85		374.85
154		medium		19			340.22		170.91		238.50
154		short		44			187.43		5.20		96.51
155		long		1			326.52		326.52		326.52
155		medium		15			364.69		176.54		240.62
155		short		30			192.85		35.07		114.30
156		long		1			400.08		400.08		400.08
156		medium		19			370.45		183.87		262.01
156		short		36			191.30		8.15		111.06
157		medium		19			332.90		167.68		234.10
157		short		36			187.26		12.87		103.73
158		long		1			373.27		373.27		373.27
158		medium		23			357.58		176.44		232.45
158		short		46			187.11		9.99		96.76
159		long		2			498.77		407.91		453.34
159		medium		19			367.36		178.78		247.07
159		short		57			170.79		9.04		106.52
16		long		3			410.02		402.77		405.97
16		medium		23			377.92		166.16		243.28
16		short		36			194.18		10.93		112.17
160		long		1			409.42		409.42		409.42
160		medium		23			388.17		166.22		250.03
160		short		34			183.97		18.80		104.39
161		long		3			460.04		364.10		401.23
161		medium		18			377.58		195.37		253.54
161		short		34			182.04		11.23		111.82
162		medium		18			381.88		193.21		267.26
162		short		37			192.63		24.59		99.61
163		long		5			443.71		375.90		411.88
163		medium		27			356.13		165.78		243.66
163		short		42			182.31		12.26		100.59
164		long		5			453.64		342.03		401.20
164		medium		19			362.98		162.87		256.16
164		short		39			189.57		16.10		113.38
165		long		1			396.02		396.02		396.02
165		medium		25			379.67		171.91		239.84
165		short		34			189.33		19.74		99.27
166		long		2			380.49		369.46		374.98
166		medium		19			364.60		171.18		245.26
166		short		38			180.70		37.08		103.79
167		long		3			441.30		357.88		411.96
167		medium		15			377.99		191.07		241.46
167		short		36			185.04		53.06		115.46
168		medium		29			361.30		168.31		244.93
168		short		38			188.38		11.75		112.33
169		long		1			348.18		348.18		348.18
169		medium		22			333.84		165.26		254.56
169		short		31			184.91		23.50		109.88
17		long		1			418.13		418.13		418.13
17		medium		22			326.08		173.97		231.00
17		short		36			189.67		24.75		107.32
170		long		2			397.92		358.26		378.09
170		medium		23			328.25		162.82		242.32
170		short		29			191.02		27.30		114.12
171		medium		21			350.79		180.44		237.97
171		short		30			186.50		23.49		114.77
172		long		3			419.85		335.62		380.57
172		medium		21			378.23		181.09		266.47
172		short		27			192.05		25.58		111.27
173		long		3			391.83		352.31		370.36
173		medium		18			348.48		168.96		257.77
173		short		41			193.37		16.53		122.51
174		long		2			473.42		402.00		437.71
174		medium		26			318.72		171.21		231.93
174		short		34			168.27		20.28		120.58
175		long		2			406.09		370.58		388.33
175		medium		30			357.38		189.84		250.12
175		short		35			182.34		20.57		103.09
176		long		4			428.81		330.84		367.06
176		medium		29			348.89		175.46		237.37
176		short		41			185.41		16.37		113.57
177		long		1			344.69		344.69		344.69
177		medium		25			381.87		166.74		262.28
177		short		25			179.31		28.72		118.17
178		medium		15			349.00		173.71		249.19
178		short		40			184.38		27.52		108.94
179		long		1			353.15		353.15		353.15
179		medium		27			361.26		169.32		246.34
179		short		47			172.38		15.22		109.39
18		long		3			406.52		350.53		382.31
18		medium		24			390.86		162.74		248.21
18		short		42			185.27		22.50		107.15
180		long		2			389.58		374.92		382.25
180		medium		27			369.22		182.40		244.26
180		short		47			187.12		36.07		110.71
181		long		3			405.28		364.08		386.33
181		medium		8			302.54		189.01		239.25
181		short		39			186.28		6.35		104.74
182		long		3			452.38		371.81		418.89
182		medium		14			340.27		174.70		247.46
182		short		44			194.62		13.33		109.76
183		long		1			424.87		424.87		424.87
183		medium		24			369.74		167.27		253.09
183		short		36			180.99		17.28		99.14
184		long		1			463.78		463.78		463.78
184		medium		19			308.93		169.20		226.24
184		short		30			178.78		26.75		115.91
185		long		3			425.83		368.07		402.53
185		medium		22			375.69		191.54		248.17
185		short		35			191.94		16.58		114.95
186		medium		28			362.67		164.77		241.35
186		short		43			195.22		19.86		96.33
187		long		4			451.15		391.04		416.20
187		medium		24			333.46		175.43		241.13
187		short		38			193.03		19.79		97.87
188		long		2			448.13		362.53		405.33
188		medium		21			314.13		200.15		240.59
188		short		25			187.63		26.93		122.40
189		long		1			396.79		396.79		396.79
189		medium		20			377.89		176.66		250.32
189		short		39			177.11		16.50		100.40
19		medium		26			335.01		185.19		241.06
19		short		34			183.84		4.31		113.06
190		medium		20			364.67		182.63		249.93
190		short		31			194.81		18.85		115.51
191		long		2			505.57		391.93		448.75
191		medium		19			357.14		167.30		239.81
191		short		41			190.86		11.33		103.39
192		long		2			419.91		389.41		404.66
192		medium		17			348.16		166.64		240.57
192		short		29			189.06		9.22		101.57
193		long		2			434.98		354.66		394.82
193		medium		31			308.69		167.78		237.65
193		short		45			186.38		25.81		111.74
194		long		3			404.28		368.63		391.65
194		medium		28			334.71		183.17		248.19
194		short		30			178.42		24.90		95.41
195		long		1			392.30		392.30		392.30
195		medium		31			341.09		174.23		240.84
195		short		32			178.74		30.89		110.08
196		long		2			408.54		400.69		404.62
196		medium		23			372.92		162.97		242.70
196		short		39			170.31		9.17		95.40
197		long		4			427.30		342.20		384.19
197		medium		19			342.56		174.77		240.99
197		short		28			190.67		24.34		105.34
198		long		2			443.71		364.37		404.04
198		medium		17			315.34		175.46		235.93
198		short		39			188.29		10.63		108.63
199		long		1			331.29		331.29		331.29
199		medium		25			350.74		170.74		240.93
199		short		43			185.39		14.63		112.20
2		long		1			413.72		413.72		413.72
2		medium		18			313.53		178.14		230.66
2		short		44			161.79		5.10		89.93
20		long		2			394.37		384.48		389.43
20		medium		23			364.81		190.63		240.89
20		short		33			189.64		18.01		114.94
200		long		1			405.75		405.75		405.75
200		medium		31			332.67		162.10		246.57
200		short		33			195.19		16.90		108.31
201		long		2			497.00		407.78		452.39
201		medium		26			351.76		172.58		249.33
201		short		27			169.50		52.26		120.32
202		long		1			404.86		404.86		404.86
202		medium		14			333.90		183.64		228.22
202		short		44			182.25		26.40		114.95
203		medium		18			355.21		172.72		243.13
203		short		41			192.81		12.46		111.95
204		long		3			384.53		349.52		362.35
204		medium		19			342.10		177.36		237.12
204		short		31			184.75		23.29		99.89
205		long		1			349.22		349.22		349.22
205		medium		24			376.12		168.15		276.64
205		short		41			188.29		35.36		113.98
206		medium		23			373.63		177.52		243.44
206		short		38			178.89		28.36		108.25
207		long		2			418.26		400.30		409.28
207		medium		20			386.01		172.95		270.23
207		short		38			189.93		2.21		95.11
208		medium		29			347.10		180.72		251.84
208		short		39			188.88		4.80		105.54
209		long		2			400.64		370.42		385.53
209		medium		21			348.78		199.20		270.77
209		short		47			179.99		30.28		116.83
21		long		5			439.52		375.59		399.10
21		medium		19			364.12		178.92		238.95
21		short		36			158.68		6.24		92.48
210		medium		20			354.02		169.07		230.92
210		short		45			177.36		23.48		103.30
211		medium		18			350.48		168.08		254.35
211		short		25			167.95		16.25		94.68
212		long		1			395.25		395.25		395.25
212		medium		22			382.97		190.57		256.77
212		short		34			168.54		34.38		103.88
213		long		2			407.89		404.76		406.32
213		medium		28			368.66		178.11		256.00
213		short		40			179.29		7.33		87.86
214		long		3			427.68		336.47		367.68
214		medium		26			378.03		179.94		255.58
214		short		37			185.36		21.39		99.88
215		long		1			356.82		356.82		356.82
215		medium		22			338.79		180.12		251.93
215		short		31			194.82		3.40		99.72
216		long		1			366.81		366.81		366.81
216		medium		12			348.90		162.74		253.77
216		short		39			189.63		26.22		112.50
217		long		4			416.62		329.07		384.31
217		medium		24			344.16		173.95		232.80
217		short		41			181.62		8.81		97.84
218		long		2			409.87		383.48		396.68
218		medium		21			326.33		181.53		233.04
218		short		47			173.88		28.10		95.35
219		long		2			429.18		364.41		396.80
219		medium		22			360.83		187.65		256.48
219		short		27			189.06		5.90		116.62
22		medium		20			352.50		175.48		250.09
22		short		29			183.64		12.80		116.97
220		long		3			431.45		345.16		402.63
220		medium		23			362.39		178.10		246.69
220		short		33			153.12		15.93		87.20
221		long		3			403.88		359.93		375.10
221		medium		18			349.54		173.43		240.27
221		short		33			179.08		7.36		111.13
222		long		2			347.65		343.14		345.39
222		medium		21			347.66		174.63		255.04
222		short		35			197.05		35.05		111.55
223		long		1			439.29		439.29		439.29
223		medium		20			341.06		181.46		249.88
223		short		44			178.59		32.71		105.73
224		medium		24			382.92		175.74		241.13
224		short		30			185.67		16.45		104.13
225		long		2			432.07		378.33		405.20
225		medium		27			350.70		173.66		239.63
225		short		43			194.45		7.39		110.05
226		long		1			393.39		393.39		393.39
226		medium		22			359.18		176.88		266.35
226		short		47			186.45		18.58		105.34
227		long		4			419.66		349.49		396.50
227		medium		17			380.62		170.38		259.55
227		short		45			182.29		12.31		101.91
228		long		3			425.20		353.81		396.74
228		medium		20			379.74		164.98		261.73
228		short		37			192.15		17.72		99.20
229		long		2			411.46		393.81		402.63
229		medium		21			349.65		187.22		245.83
229		short		37			179.05		29.20		112.92
23		long		3			420.52		367.53		402.39
23		medium		25			331.61		190.55		244.76
23		short		32			177.64		4.10		100.43
230		long		3			416.32		364.02		387.46
230		medium		31			344.04		168.14		231.02
230		short		30			187.76		18.21		113.21
231		long		4			477.06		346.25		417.07
231		medium		18			308.54		174.11		223.99
231		short		38			178.66		12.85		95.91
232		long		3			381.21		335.48		355.40
232		medium		24			349.76		179.25		244.33
232		short		38			185.92		17.30		102.17
233		long		2			407.96		401.13		404.55
233		medium		30			351.88		162.54		259.29
233		short		43			182.78		4.59		100.70
234		long		3			429.60		390.04		409.52
234		medium		22			372.16		183.98		237.23
234		short		37			174.70		2.61		83.78
235		long		2			459.02		343.32		401.17
235		medium		32			373.24		170.43		241.96
235		short		34			184.34		15.14		120.19
236		long		1			418.24		418.24		418.24
236		medium		29			342.05		164.23		232.97
236		short		36			185.42		4.71		91.85
237		long		2			389.63		353.87		371.75
237		medium		18			293.31		183.59		225.94
237		short		36			193.51		11.34		109.39
238		long		2			397.61		381.19		389.40
238		medium		19			348.51		195.46		263.03
238		short		48			189.18		32.02		116.32
239		long		3			454.69		355.71		393.59
239		medium		30			356.38		183.20		244.64
239		short		49			189.27		7.47		109.63
24		medium		26			379.93		180.69		256.02
24		short		24			189.30		16.50		113.85
240		long		1			384.70		384.70		384.70
240		medium		18			340.82		194.45		249.32
240		short		33			169.85		23.03		112.55
241		medium		15			361.78		173.08		251.79
241		short		36			180.34		18.18		100.03
242		medium		9			355.52		181.51		256.34
242		short		37			177.14		16.22		99.35
243		long		2			437.92		408.20		423.06
243		medium		20			308.16		172.30		222.70
243		short		40			192.59		9.65		108.34
244		long		1			376.87		376.87		376.87
244		medium		21			369.11		172.61		252.77
244		short		32			190.71		5.22		102.64
245		long		3			417.95		399.98		408.82
245		medium		26			333.87		179.62		248.00
245		short		39			180.64		8.57		124.31
246		long		2			382.91		359.80		371.36
246		medium		18			327.49		164.81		225.51
246		short		27			165.38		8.43		100.22
247		long		2			429.22		407.33		418.27
247		medium		26			357.42		170.47		242.07
247		short		27			165.59		11.46		90.00
248		long		1			413.98		413.98		413.98
248		medium		22			322.87		164.32		221.12
248		short		34			182.91		13.10		106.46
249		long		4			433.22		361.34		395.38
249		medium		28			362.85		161.96		239.46
249		short		40			186.84		44.04		116.46
25		long		3			473.82		377.00		426.43
25		medium		21			351.21		181.37		229.46
25		short		37			182.38		12.69		116.52
250		long		4			382.56		340.42		357.91
250		medium		20			322.47		202.11		244.41
250		short		29			178.99		2.04		116.77
251		long		2			407.42		370.13		388.77
251		medium		17			365.56		163.43		240.48
251		short		30			187.59		17.80		97.20
252		long		5			444.51		329.74		378.71
252		medium		20			326.45		178.65		240.79
252		short		38			182.42		19.58		103.57
253		long		1			475.38		475.38		475.38
253		medium		19			374.60		185.91		247.90
253		short		45			180.18		19.34		105.04
254		long		2			400.79		353.57		377.18
254		medium		21			343.26		197.71		263.33
254		short		55			195.68		8.94		110.81
255		long		2			408.65		408.60		408.62
255		medium		22			305.56		183.59		232.77
255		short		44			190.51		5.79		100.85
256		long		2			413.79		362.47		388.13
256		medium		29			352.91		185.94		247.44
256		short		40			184.30		27.68		109.84
257		medium		20			360.68		169.74		255.50
257		short		36			174.11		16.22		100.79
258		long		1			438.47		438.47		438.47
258		medium		18			378.59		171.83		258.10
258		short		36			176.56		29.71		107.45
259		long		2			477.38		346.43		411.90
259		medium		22			331.50		171.82		236.84
259		short		36			188.85		21.19		104.47
26		long		2			490.74		375.45		433.10
26		medium		23			336.45		198.95		248.91
26		short		26			194.27		24.04		97.25
260		medium		19			373.22		175.10		249.43
260		short		27			180.61		37.98		123.11
261		long		2			372.61		338.27		355.44
261		medium		21			316.39		170.05		230.52
261		short		36			177.43		17.49		114.41
262		long		2			423.94		378.20		401.07
262		medium		26			350.82		166.81		231.98
262		short		29			182.28		35.87		104.79
263		long		3			481.43		352.22		408.70
263		medium		19			327.08		172.20		245.56
263		short		36			182.10		36.08		111.82
264		long		3			439.22		351.00		384.72
264		medium		23			315.60		170.27		227.00
264		short		27			172.60		24.04		98.20
265		long		4			454.15		363.19		403.85
265		medium		9			385.48		219.77		292.53
265		short		43			187.01		8.43		106.49
266		long		3			417.76		401.76		408.98
266		medium		20			299.06		181.97		226.94
266		short		49			186.83		18.33		111.54
267		long		5			467.91		330.19		393.19
267		medium		25			343.36		169.37		236.36
267		short		28			181.30		34.92		104.41
268		long		1			361.64		361.64		361.64
268		medium		22			335.83		169.19		233.48
268		short		31			191.57		19.10		98.79
269		long		2			372.53		362.28		367.40
269		medium		24			350.76		179.75		227.75
269		short		34			178.28		34.61		110.98
27		long		1			367.70		367.70		367.70
27		medium		18			351.00		194.41		252.94
27		short		40			184.30		13.77		99.27
270		long		6			422.96		343.08		384.46
270		medium		24			334.10		167.97		250.36
270		short		45			188.31		33.69		108.44
271		medium		22			370.47		178.75		271.84
271		short		36			183.92		32.89		113.08
272		long		2			431.88		355.22		393.55
272		medium		20			348.00		169.73		248.18
272		short		25			180.17		15.17		103.59
273		long		3			390.83		360.71		372.90
273		medium		22			332.82		184.87		239.56
273		short		35			189.71		12.30		100.68
274		long		1			378.21		378.21		378.21
274		medium		21			323.23		186.67		257.04
274		short		30			161.88		49.58		107.29
275		long		2			363.44		361.25		362.35
275		medium		16			360.32		192.53		259.19
275		short		45			189.15		12.26		100.33
276		long		2			448.65		377.89		413.27
276		medium		23			346.76		196.32		255.37
276		short		41			168.97		32.53		105.09
277		long		2			397.22		341.17		369.19
277		medium		21			365.40		169.87		248.14
277		short		35			194.78		1.79		92.96
278		long		1			366.89		366.89		366.89
278		medium		18			319.63		189.98		239.37
278		short		39			194.39		1.92		109.49
279		long		4			454.17		368.76		399.62
279		medium		21			385.71		163.47		253.53
279		short		28			157.42		13.87		103.47
28		long		5			503.74		375.86		425.13
28		medium		24			378.68		182.71		243.09
28		short		31			193.24		15.94		94.68
280		long		2			445.88		433.61		439.75
280		medium		16			375.15		175.18		247.04
280		short		36			193.59		12.30		115.14
281		medium		18			391.03		173.04		246.99
281		short		51			186.12		19.89		116.89
282		long		4			496.96		420.51		458.72
282		medium		25			367.70		167.29		240.53
282		short		26			182.83		14.27		101.13
283		long		1			365.05		365.05		365.05
283		medium		22			367.71		179.46		241.55
283		short		40			186.88		13.40		110.72
284		long		3			376.89		341.71		363.25
284		medium		19			352.68		169.24		254.71
284		short		32			183.98		13.96		104.16
285		medium		28			352.26		162.14		235.96
285		short		47			185.18		17.11		104.00
286		long		2			417.79		406.11		411.95
286		medium		22			355.02		171.01		256.24
286		short		44			186.15		25.64		99.12
287		long		2			413.39		347.97		380.68
287		medium		31			327.47		175.16		235.61
287		short		38			182.30		17.52		109.49
288		long		5			492.75		328.84		379.41
288		medium		15			320.66		182.44		240.84
288		short		36			186.88		12.87		110.45
289		long		2			408.20		357.88		383.04
289		medium		19			294.93		176.46		225.27
289		short		31			184.68		28.62		95.85
29		long		2			426.34		419.71		423.02
29		medium		23			382.04		167.39		254.05
29		short		37			183.86		18.02		109.00
290		long		1			325.69		325.69		325.69
290		medium		14			388.69		173.63		236.39
290		short		34			186.84		28.31		104.17
291		long		1			396.86		396.86		396.86
291		medium		29			338.48		168.20		248.42
291		short		43			180.87		13.12		120.20
292		long		3			408.38		371.29		386.82
292		medium		18			329.37		177.64		261.94
292		short		41			166.49		10.64		100.18
293		long		1			398.78		398.78		398.78
293		medium		18			340.72		165.33		242.69
293		short		27			166.99		10.46		102.25
294		long		3			437.87		368.21		394.57
294		medium		25			329.70		166.16		242.83
294		short		34			171.52		9.31		99.80
295		long		1			363.83		363.83		363.83
295		medium		24			313.51		163.69		246.94
295		short		33			191.44		12.38		108.10
296		long		2			402.35		399.52		400.94
296		medium		19			351.78		182.03		260.66
296		short		35			174.80		18.90		93.13
297		long		3			434.35		326.60		392.13
297		medium		22			331.91		171.58		240.79
297		short		40			192.10		12.22		113.45
298		long		4			394.98		344.64		366.91
298		medium		16			319.91		192.26		238.19
298		short		42			175.37		29.08		103.64
299		long		3			430.65		328.58		384.52
299		medium		19			267.34		170.03		210.00
299		short		33			178.56		15.23		105.70
3		long		2			394.18		361.28		377.73
3		medium		23			359.88		170.32		258.35
3		short		27			195.88		51.05		130.74
30		medium		20			348.98		174.43		237.59
30		short		28			179.87		17.88		102.67
300		long		3			421.62		359.39		392.14
300		medium		14			358.72		192.26		264.72
300		short		37			189.73		32.92		114.41
301		long		2			389.41		365.00		377.20
301		medium		15			377.56		166.62		255.47
301		short		36			193.90		10.73		108.87
302		long		1			380.56		380.56		380.56
302		medium		21			384.77		171.03		250.08
302		short		31			194.68		15.64		114.08
303		long		2			478.22		361.19		419.70
303		medium		29			339.31		166.43		239.93
303		short		43			177.34		14.23		102.47
304		long		3			419.16		364.64		383.02
304		medium		27			383.74		186.09		258.92
304		short		49			186.57		15.46		111.89
305		medium		13			344.72		166.95		249.96
305		short		30			195.75		11.61		95.21
306		long		1			452.43		452.43		452.43
306		medium		25			371.23		186.31		252.08
306		short		26			165.86		4.17		100.65
307		long		1			390.25		390.25		390.25
307		medium		22			333.43		174.54		257.02
307		short		32			182.86		31.95		125.66
308		medium		11			336.17		174.84		253.69
308		short		47			177.64		10.43		106.80
309		long		1			323.61		323.61		323.61
309		medium		13			325.96		201.41		260.82
309		short		39			191.83		3.29		125.08
31		long		2			396.73		346.58		371.65
31		medium		20			343.03		167.57		237.85
31		short		42			181.91		17.59		98.00
310		medium		19			364.29		183.47		265.45
310		short		32			179.06		18.48		100.21
311		long		4			400.08		351.02		375.09
311		medium		19			374.55		189.34		237.87
311		short		42			191.06		26.02		109.24
312		long		5			403.12		347.48		371.26
312		medium		16			337.24		175.90		239.31
312		short		28			185.96		13.20		109.83
313		long		2			387.69		348.14		367.92
313		medium		21			324.28		176.63		238.99
313		short		43			184.99		19.92		110.11
314		long		3			471.89		343.24		403.66
314		medium		26			356.96		178.47		250.63
314		short		30			186.04		11.85		95.31
315		long		2			391.75		373.20		382.48
315		medium		17			332.68		171.68		242.18
315		short		50			195.62		10.24		98.96
316		long		2			406.84		396.69		401.76
316		medium		26			370.96		186.62		263.72
316		short		46			183.42		27.96		113.54
317		long		2			342.58		340.04		341.31
317		medium		30			374.99		174.38		255.84
317		short		34			190.33		28.09		117.24
318		long		2			476.45		395.26		435.86
318		medium		20			371.16		175.88		235.72
318		short		36			183.42		3.13		107.27
319		long		1			448.19		448.19		448.19
319		medium		20			355.22		171.19		240.47
319		short		33			181.18		3.27		110.25
32		medium		15			386.93		189.65		261.84
32		short		44			185.84		27.40		97.42
320		long		4			396.13		359.31		380.51
320		medium		11			349.22		170.19		237.09
320		short		34			165.73		12.02		94.03
321		long		5			467.80		330.05		393.32
321		medium		27			344.82		195.45		268.52
321		short		31			164.84		14.75		98.20
322		long		2			429.33		357.78		393.56
322		medium		22			368.45		176.30		260.12
322		short		40			186.12		15.06		106.79
323		long		2			425.43		333.34		379.38
323		medium		16			386.45		180.87		265.42
323		short		45			173.25		22.98		95.87
324		long		1			382.64		382.64		382.64
324		medium		22			362.98		177.66		246.43
324		short		41			185.18		25.69		103.63
325		long		7			537.46		342.01		419.99
325		medium		25			357.59		165.96		233.88
325		short		32			185.68		36.74		114.01
326		long		1			439.14		439.14		439.14
326		medium		18			340.74		173.04		235.31
326		short		35			184.07		4.66		99.52
327		long		1			434.59		434.59		434.59
327		medium		18			333.20		166.39		231.32
327		short		31			154.59		11.22		84.29
328		long		5			457.12		352.22		393.44
328		medium		18			351.78		181.65		264.44
328		short		37			158.59		1.68		91.03
329		long		2			377.36		373.45		375.40
329		medium		26			347.87		175.01		243.94
329		short		37			178.75		39.67		116.81
33		long		1			338.51		338.51		338.51
33		medium		26			385.86		173.90		246.64
33		short		39			185.48		41.75		115.02
330		long		3			423.30		350.60		387.17
330		medium		18			379.09		175.95		254.19
330		short		36			177.39		9.97		96.51
331		long		1			387.60		387.60		387.60
331		medium		17			354.36		167.23		235.23
331		short		38			176.96		40.42		117.74
332		long		3			429.24		376.28		408.56
332		medium		19			370.68		162.88		236.99
332		short		44			197.24		21.93		119.48
333		medium		15			334.46		184.33		242.93
333		short		34			197.47		21.24		108.08
334		long		1			377.35		377.35		377.35
334		medium		20			345.01		172.97		236.72
334		short		37			188.00		15.99		113.93
335		long		3			402.08		331.97		366.56
335		medium		17			378.03		178.66		265.59
335		short		36			182.35		15.53		112.19
336		long		2			458.48		417.70		438.09
336		medium		17			331.52		182.52		262.47
